OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date,Occurence_Time
4006,1155169,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1042,2016-01-01T08:00:00.000Z,00:14:40
4007,1155171,3599,48,NARCOTICS,11351 HS POSS FOR SALE/11054,6,6B,1421,2016-02-10T08:00:00.000Z,00:00:59
4008,1155172,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,4,4B,0988,2016-02-10T08:00:00.000Z,00:15:06
4009,1155174,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1346,2016-02-04T08:00:00.000Z,00:08:45
4010,1155175,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0523,2016-02-04T08:00:00.000Z,00:09:59
4011,1155176,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6A,1014,2016-02-04T08:00:00.000Z,00:21:50
4012,1155177,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0728,2016-02-04T08:00:00.000Z,00:22:19
4013,1155178,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0879,2016-02-04T08:00:00.000Z,00:11:27
4014,1155179,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3M,0744,2016-02-05T08:00:00.000Z,00:01:46
4015,1155180,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3A,0702,2016-02-05T08:00:00.000Z,00:03:33
4016,1155181,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1394,2016-02-05T08:00:00.000Z,00:04:57
4017,1155182,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1311,2016-02-05T08:00:00.000Z,00:09:00
4018,1155183,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1071,2016-02-05T08:00:00.000Z,00:11:07
4019,1155184,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6B,1086,2016-02-05T08:00:00.000Z,00:14:25
4020,1155185,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0444,2016-02-05T08:00:00.000Z,00:16:23
4021,1155186,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:19:58
4022,1155187,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:02
4023,1155188,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:15
4024,1155189,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:26
4025,1155190,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:43
4026,1155191,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:56
4027,1155192,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:56
4028,1155193,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:20:59
4029,1155194,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:05
4030,1155195,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:23
4031,1155196,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0626,2016-02-10T08:00:00.000Z,00:16:02
4032,1155197,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,1,1A,0336,2016-02-10T08:00:00.000Z,00:17:09
4033,1155198,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0505,2016-02-10T08:00:00.000Z,00:19:57
4034,1155199,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0735,2016-02-10T08:00:00.000Z,00:23:32
4035,1155200,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:27
4036,1155201,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0909,2016-01-24T08:00:00.000Z,00:15:49
4037,1155202,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:30
4038,1155203,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,5,5B,1616,2016-02-11T08:00:00.000Z,00:00:04
4039,1155204,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:42
4040,1155208,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0440,2016-02-06T08:00:00.000Z,00:19:40
4041,1155209,3562,5,NARCOTICS,11357(A) POSS CONCENTR CANNAB,UI,UI,UI,2016-02-10T08:00:00.000Z,00:14:22
4042,1155211,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0338,2016-02-07T08:00:00.000Z,00:03:15
4043,1155213,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,2016-02-08T08:00:00.000Z,00:09:30
4044,1155214,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6B,1401,2016-02-10T08:00:00.000Z,00:15:26
4045,1155215,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0746,2016-02-05T08:00:00.000Z,00:09:12
4046,1155216,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0746,2016-02-06T08:00:00.000Z,00:00:43
4047,1155217,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0416,2016-02-10T08:00:00.000Z,00:16:12
4048,1155218,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3M,0744,2016-02-07T08:00:00.000Z,00:07:20
4049,1155220,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0442,2016-02-06T08:00:00.000Z,00:22:00
4050,1155224,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5A,1396,2016-02-10T08:00:00.000Z,00:17:38
4051,1155225,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6A,1041,2016-02-08T08:00:00.000Z,00:01:36
4052,1155228,1212,0,ROBBERY,215(A) PC CARJACKING,1,1B,0444,2016-02-10T08:00:00.000Z,00:18:34
4053,1155232,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0736,2016-02-10T08:00:00.000Z,00:22:57
4054,1155233,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0734,2016-02-11T08:00:00.000Z,00:00:53
4055,1155234,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0734,2016-02-11T08:00:00.000Z,00:01:29
4056,1155235,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,2,2A,0235,2016-02-10T08:00:00.000Z,00:20:40
4057,1155236,2999,15,VANDALISM,594(A)(1) PC VANDAL-DFACE PROP,3,3A,0721,2016-02-11T08:00:00.000Z,00:03:50
4058,1155237,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0843,2016-02-07T08:00:00.000Z,00:16:10
4059,1155239,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,0958,2016-02-10T08:00:00.000Z,00:06:39
4060,1155240,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0304,2016-02-07T08:00:00.000Z,00:01:15
4061,1155241,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0766,2016-02-05T08:00:00.000Z,00:01:00
4062,1155242,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1153,2016-02-08T08:00:00.000Z,00:17:16
4063,1155243,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6C,1441,2016-02-05T08:00:00.000Z,00:12:52
4064,1155244,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,2016-02-10T08:00:00.000Z,00:14:32
4065,1155245,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0899,2016-01-30T08:00:00.000Z,00:06:46
4066,1155246,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,1,1A,0301,2016-02-10T08:00:00.000Z,00:22:13
4067,1155248,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1606,2016-02-07T08:00:00.000Z,00:18:00
4068,1155249,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0546,2016-02-10T08:00:00.000Z,00:23:44
4069,1155250,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0628,2016-02-07T08:00:00.000Z,00:17:00
4070,1155252,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1136,2016-02-08T08:00:00.000Z,00:06:59
4071,1155254,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1647,2016-02-02T08:00:00.000Z,00:13:35
4072,1155255,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1661,2016-02-07T08:00:00.000Z,00:11:00
4073,1155256,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,2,2B,0543,2016-02-11T08:00:00.000Z,00:03:00
4074,1155257,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,4,4A,0908,2016-02-10T08:00:00.000Z,00:09:12
4075,1155258,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0728,2016-02-06T08:00:00.000Z,00:15:33
4076,1155259,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,5,5C,1653,2016-01-29T08:00:00.000Z,00:07:30
4077,1155263,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1295,2016-01-30T08:00:00.000Z,00:17:10
4078,1155264,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0421,2016-02-10T08:00:00.000Z,00:13:20
4079,1155265,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0442,2016-02-06T08:00:00.000Z,00:23:00
4080,1155266,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1401,2016-02-08T08:00:00.000Z,00:12:48
4081,1155267,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,4,4A,0905,2016-02-10T08:00:00.000Z,00:20:20
4082,1155268,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,1,1B,0424,2016-02-11T08:00:00.000Z,00:01:45
4083,1155272,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0123,2016-02-06T08:00:00.000Z,00:21:45
4084,1155273,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0787,2016-02-05T08:00:00.000Z,00:15:05
4085,1155274,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,2016-02-06T08:00:00.000Z,00:00:00
4086,1155275,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0767,2016-01-31T08:00:00.000Z,00:10:00
4087,1155276,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,4,4A,0908,2016-02-09T08:00:00.000Z,00:00:30
4088,1155277,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2016-02-07T08:00:00.000Z,00:01:00
4089,1155278,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,4,4B,0958,2016-02-04T08:00:00.000Z,00:17:00
4090,1155279,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0744,2016-02-10T08:00:00.000Z,00:10:00
4091,1155280,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5C,1639,2016-01-16T08:00:00.000Z,00:18:20
4092,1155282,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0428,2016-02-01T08:00:00.000Z,00:21:00
4093,1155283,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2016-02-08T08:00:00.000Z,00:17:00
4094,1155284,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0774,2016-01-07T08:00:00.000Z,00:13:00
4095,1155287,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1036,2016-02-06T08:00:00.000Z,00:12:00
4096,1155288,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,2016-02-11T08:00:00.000Z,00:00:34
4097,1155289,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0412,2016-01-14T08:00:00.000Z,00:15:20
4098,1155291,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0478,2016-01-02T08:00:00.000Z,00:03:15
4099,1155292,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,5,5C,1623,2016-02-11T08:00:00.000Z,00:01:00
4100,1155293,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,2,2C,0602,2016-01-30T08:00:00.000Z,00:08:16
4101,1155295,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2016-02-05T08:00:00.000Z,00:00:00
4102,1155297,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0611,2016-02-06T08:00:00.000Z,00:23:25
4103,1155299,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0144,2016-01-28T08:00:00.000Z,00:11:45
4104,1155301,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3M,0744,2016-02-10T08:00:00.000Z,00:10:52
4105,1155305,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,4,4C,1247,2016-02-10T08:00:00.000Z,00:23:47
4106,1155306,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0145,2016-02-08T08:00:00.000Z,00:19:04
4107,1155307,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,5,5A,1391,2016-02-10T08:00:00.000Z,00:23:47
4108,1155315,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1446,2016-02-11T08:00:00.000Z,00:00:22
4109,1155317,2205,4,BURGLARY,459.5 BURGLARY SHOPLIFT > $950,3,3B,0746,2016-02-10T08:00:00.000Z,00:13:28
4110,1155321,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3B,0726,2016-02-11T08:00:00.000Z,00:01:36
4111,1155323,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0348,2016-02-08T08:00:00.000Z,00:20:04
4112,1155324,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2016-02-06T08:00:00.000Z,00:14:30
4113,1155326,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0908,2016-02-04T08:00:00.000Z,00:15:05
4114,1155327,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1402,2016-02-05T08:00:00.000Z,00:12:05
4115,1155328,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,6,6C,1441,2016-02-11T08:00:00.000Z,00:01:30
4116,1155330,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2016-02-08T08:00:00.000Z,00:15:10
4117,1155331,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0568,2016-02-09T08:00:00.000Z,00:16:42
4118,1155333,2799,5,FRAUD,484B PC DIVERSION OF FUNDS,4,4C,1247,2016-02-01T08:00:00.000Z,00:08:00
4119,1155334,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,1361,2016-02-07T08:00:00.000Z,00:10:30
4120,1155337,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1421,2016-02-09T08:00:00.000Z,00:05:30
4121,1155338,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,1421,2016-02-06T08:00:00.000Z,00:23:15
4122,1155339,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1064,2016-02-05T08:00:00.000Z,00:23:45
4123,1155340,2308,1,LARCENY,487(A) GRAND THEFT-INSIDE,6,6C,1112,2016-01-28T08:00:00.000Z,00:05:00
4124,1155343,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0421,2016-01-28T08:00:00.000Z,00:09:25
4125,1155344,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0237,2016-02-10T08:00:00.000Z,00:22:00
4126,1155346,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2016-02-10T08:00:00.000Z,00:15:36
4127,1155348,5212,79,WEAPON OFFENSE,29815(A) POSS FIREARM ON PROB,4,4C,1279,2016-02-10T08:00:00.000Z,00:12:51
4128,1155349,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0787,2016-01-06T08:00:00.000Z,00:05:50
4129,1155350,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0511,2016-02-09T08:00:00.000Z,00:19:32
4130,1155353,3562,3,NARCOTICS,11357(D)HS 18+ POSS MARIJ SCH,4,4A,0925,2016-02-10T08:00:00.000Z,00:12:50
4131,1155356,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1604,2016-02-11T08:00:00.000Z,00:08:00
4132,1155358,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1001,2016-02-11T08:00:00.000Z,00:08:00
4133,1155359,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,6,6A,1051,2016-02-04T08:00:00.000Z,00:13:20
4134,1155361,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,6,6A,1014,2016-02-11T08:00:00.000Z,00:08:00
4135,1155364,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0846,2016-02-09T08:00:00.000Z,00:17:30
4136,1155365,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2016-02-10T08:00:00.000Z,00:09:10
4137,1155372,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0788,2016-02-11T08:00:00.000Z,00:02:00
4138,1155375,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,2016-02-10T08:00:00.000Z,00:23:15
4139,1155376,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6D,0821,2016-02-10T08:00:00.000Z,00:18:00
4140,1155377,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0612,2016-02-07T08:00:00.000Z,00:01:20
4141,1155378,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0412,2016-02-09T08:00:00.000Z,00:00:18
4142,1155379,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0788,2016-02-11T08:00:00.000Z,00:05:30
4143,1155381,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2016-02-07T08:00:00.000Z,00:12:03
4144,1155382,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2016-02-09T08:00:00.000Z,00:12:22
4145,1155385,2605,12,FRAUD,484J PC PUBLISH CARD INFO,3,3M,0734,2016-02-09T08:00:00.000Z,00:14:35
4146,1155386,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,1018,2016-02-09T08:00:00.000Z,00:12:56
4147,1155387,2604,4,FRAUD,530 PC FALSE PERS. REC PROP,4,4C,1269,2016-02-05T08:00:00.000Z,00:12:25
4148,1155390,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1301,2016-02-11T08:00:00.000Z,00:00:00
4149,1155392,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0927,2016-01-31T08:00:00.000Z,00:23:55
4150,1155394,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,4,4C,1296,2016-02-10T08:00:00.000Z,00:20:00
4151,1155397,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1296,2016-02-10T08:00:00.000Z,00:20:00
4152,1155399,2399,8,THEFT,485 PC GRAND THFT LOST PROP-F,5,5C,1639,2016-02-06T08:00:00.000Z,00:20:59
4153,1155401,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3B,0766,2016-02-10T08:00:00.000Z,00:07:18
4154,1155403,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1623,2016-02-10T08:00:00.000Z,00:13:04
4155,1155404,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0704,2016-02-10T08:00:00.000Z,00:16:23
4156,1155408,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,3,3M,0734,2016-02-11T08:00:00.000Z,00:13:47
4157,1155410,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,3,3A,0786,2016-02-11T08:00:00.000Z,00:16:25
4158,1155411,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3M,0735,2016-02-11T08:00:00.000Z,00:17:09
4159,1155419,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4C,1285,2016-02-11T08:00:00.000Z,00:10:01
4160,1155421,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1A,0307,2016-02-11T08:00:00.000Z,00:19:05
4161,1155425,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,4,4B,0969,2016-02-11T08:00:00.000Z,00:08:49
4162,1155426,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2A,0237,2016-02-11T08:00:00.000Z,00:12:01
4163,1155427,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,1,1A,0307,2016-02-11T08:00:00.000Z,00:15:07
4164,1155432,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0604,2016-02-11T08:00:00.000Z,00:04:07
4165,1155433,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0738,2016-02-11T08:00:00.000Z,00:00:14
4166,1155434,2604,55,FRAUD,530.5(C)(1) POSS PERS ID/DEFRD,6,6A,1032,2016-02-11T08:00:00.000Z,00:00:15
4167,1155435,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3B,0787,2016-02-11T08:00:00.000Z,00:14:41
4168,1155436,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,5,5B,1359,2016-02-11T08:00:00.000Z,00:15:01
4169,1155437,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,5,5C,1624,2016-02-11T08:00:00.000Z,00:15:54
4170,1155438,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2B,0551,2016-02-11T08:00:00.000Z,00:18:59
4171,1155439,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0204,2016-02-09T08:00:00.000Z,00:23:03
4172,1155440,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0564,2016-01-05T08:00:00.000Z,00:07:21
4173,1155442,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:49
4174,1155443,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1382,2016-02-11T08:00:00.000Z,00:00:01
4175,1155445,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:21:53
4176,1155447,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5B,1359,2016-02-05T08:00:00.000Z,00:22:24
4177,1155448,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0811,2016-02-10T08:00:00.000Z,00:08:39
4178,1155449,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:23:21
4179,1155451,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1391,2016-02-11T08:00:00.000Z,00:18:30
4180,1155452,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-05T08:00:00.000Z,00:23:27
4181,1155454,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0706,2016-02-11T08:00:00.000Z,00:00:01
4182,1155457,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0106,2016-02-04T08:00:00.000Z,00:13:28
4183,1155461,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1421,2016-02-11T08:00:00.000Z,00:21:00
4184,1155468,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,2,2B,0523,2016-02-11T08:00:00.000Z,00:17:00
4185,1155473,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0851,2016-02-11T08:00:00.000Z,00:21:00
4186,1155474,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1B,0424,2016-02-06T08:00:00.000Z,00:00:12
4187,1155475,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0748,2016-02-02T08:00:00.000Z,00:12:30
4188,1155477,2602,0,FRAUD,FRAUD-SWINDLE,3,3B,0788,2016-02-10T08:00:00.000Z,00:08:00
4189,1155480,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-06T08:00:00.000Z,00:00:05
4190,1155482,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-06T08:00:00.000Z,00:00:24
4191,1155483,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1604,2016-02-11T08:00:00.000Z,00:08:00
4192,1155484,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,2,2C,0626,2016-02-11T08:00:00.000Z,00:12:00
4193,1155486,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0888,2016-02-11T08:00:00.000Z,00:17:00
4194,1155488,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-06T08:00:00.000Z,00:00:41
4195,1155493,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0718,2016-01-25T08:00:00.000Z,00:09:40
4196,1155495,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0478,2016-02-12T08:00:00.000Z,00:01:00
4197,1155496,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6C,1134,2016-02-11T08:00:00.000Z,00:17:30
4198,1155497,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1004,2016-02-12T08:00:00.000Z,00:08:15
4199,1155498,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1006,2016-02-09T08:00:00.000Z,00:08:17
4200,1155499,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0340,2016-02-11T08:00:00.000Z,00:07:15
4201,1155502,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,2,2B,0552,2016-02-12T08:00:00.000Z,00:10:30
4202,1155505,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0747,2016-02-12T08:00:00.000Z,00:01:54
4203,1155508,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1422,2016-01-27T08:00:00.000Z,00:08:28
4204,1155509,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2016-02-12T08:00:00.000Z,00:00:54
4205,1155511,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1C,0425,2016-02-06T08:00:00.000Z,00:00:25
4206,1155512,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,5,5A,1501,2016-02-12T08:00:00.000Z,00:05:00
